S. no,Name,Brand,Image,,Country,Sport,Gender,MRP,Sizes,Colours,Amazon Link,Price,Available sizes,Flipkart Link,Price,Available sizes,Myntra Link,Price,Available sizes,Tata Cliq Link,Price,Available sizes,NBA Store Link,Price,Available sizes,Ajio Link,Price,Available sizes,Superkicks Link,Price,Available sizes,Official Website,Price,Available sizes,Foot Type,Foot Width,Injury History,Playing Surface,Playing Style,Playing Position,Shoe Preference,Player Level,Product Analysis Note
120,NIKE LEBRON NXXT GEN AMPD EP BASKETBALL SHOES 'NAVY BLUE',Nike,,,,Basketball,Men/Unisex,14995,"7,8,9,10,11,12",Navy Blue,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/nike/nike-lebron-nxxt-gen-ampd-ep-basketball-shoes/28965298/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_Premium_Users_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=21178679919&gbraid=0AAAAADoxBh6JRsMwpA688CmQzMLiqM855&gclid=Cj0KCQjw_dbABhC5ARIsAAh2Z-Re2U6OJtKhkyevok7r2f8COEbJEEl4X2qHU-nMnDZ287_PFmMewFMaAsyOEALw_wcB,11996,6.7.8.9.11,Na,Na,Na,https://www.nbastore.in/products/nike-lebron-nxxt-gen-ampd-ep-basketball-shoes-navy-blue-navy-blue,14995,,Na,Na,Na,https://www.superkicks.in/products/nike-lebron-nxxt-gen-ampd-ep-armory-navy-light-silver-sail?variant=47087988506875&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1&gad_campaignid=17081553271&gbraid=0AAAAACbwFJWiT3RfhJ1QtSb3qgNX14D9j&gclid=Cj0KCQjw_dbABhC5ARIsAAh2Z-SeO3NeYmpFKQ_3v1oLjDVJRh1KoNhdrOBmCAye7yGN77inmNTz0GIaAowFEALw_wcB,14995,"6,7,8",Na,Na,Na,Neutral,Medium,no major injuries,Indoor courts,Explosive,Guards,Balances,Intermediate,
121,NIKE KEVIN DURANT KD17 EP BASKETBALL SHOES 'PURPLE,Nike,,,India,Basketball,Men/Unisex,13995,"7,8,9,10,11",Purple,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-kevin-durant-kd17-ep-basketball-shoes-purple-purple,11196,"7,8,9,10,11",Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/kd17-ep-basketball-shoes-7MqWLD/FJ9488-400,13995,"7,8,9",Neutral,Medium,Moderate,Outdoor,Versatile,Universal,Performance,Intermediate,
122,NIKE G.T. HUSTLE 3 BLUEPRINT EP BASKETBALL SHOES 'WHITE',Nike,,,,Basketball,Men/Unisex,17495,"7,8,9,10,11",White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-gt-hustle-3-blueprint-ep-basketball-shoes-white-white,12247,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Medium,High support,Outdoor/indoor,All-round,Universal,Performance,Advanced,
123,NIKE AIR ZOOM G.T. JUMP 2 EP BASKETBALL SHOES 'MYSTIC HIBISCUS RED,Nike,,,India,Basketball,Men/Unisex,16995,"7,8,9,10,11",MYSTIC HIBISCUS RED,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-air-zoom-gt-jump-2-ep-basketball-shoes-mystic-hibiscus-red-red,11897,"7,8,9,10",Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/gt-jump-2-ep-basketball-shoes-1F15Gp/DJ9432-603,16147,"7,8,9",Neutral,Medium,High support,Outdoor,Explosive,Big players,Performance,Advanced,
124,NIKE G.T. CUT 3 EP BLUEPRINT BASKETBALL SHOES 'WHITE'',Nike,,,,Basketball,Men/Unisex,17495,"7,8,9,10,11",Wihte,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/nike/nike-men-gt-cut-3-ep-blueprint-basketball-shoes/29949452/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh58FEMdJRxgCAFcQCwO-JNFQ&gclid=Cj0KCQjw_dbABhC5ARIsAAh2Z-QF2r_M6Hnkan5NPda4NPvrHehuaApG0IX-NuYtBhBrD85y8cPJ5hAaAkJlEALw_wcB,13996,"6,7,8,9,10,11",Na,Na,Na,https://www.nbastore.in/products/nike-gt-cut-3-ep-blueprint-basketball-shoes-white-white,12247,"7,8,9,10,11",Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Medium,High support,Outdoor/indoor,Agile,Guards,Premium,Advanced,
125,NIKE LEBRON WITNESS 8 EP BASKETBALL SHOES 'NAVY BLUE',Nike,,,India,Basketball,Men/Unisex,8695,"7,8,9,10,11",Navy Blue,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-lebron-witness-8-ep-basketball-shoes-navy-blue-navy-blue,6956,"7,8,9,10",Na,Na,Na,https://www.superkicks.in/products/nike-lebron-witness-8-ep-armory-navy-cyber-green-frost-bicoastal?variant=46377844801787&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopdJxPV74w54TzM_Ovk_rUAqKwY1fnXorZdhNge9liYZHNQLumTzDc,7825,6,Na,Na,Na,Neutral,Standard,Moderate,Outdoor,All-round,Universal,Bold and sleek,Intermediate,
126,NIKE JA 1 EP BASKETBALL SHOES 'SILVER GREEN,Nike,,,,Basketball,Men/Unisex,9695,"7,8,9,10,11",Silver Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-ja-1-ep-basketball-shoes-silver-green-silver,7756,"7,8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,Moderate,Outdoor,Explosive,Guards,Stylish,Intermediate,
127,NIKE JA 1 'SCRATCH' EP BASKETBALL SHOES 'WHITE',Nike,,,India,Basketball,Men/Unisex,10795,"7,8,9,10,11",White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-ja-1-scratch-ep-basketball-shoes-white-white,8636,"8,9",Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,average,Moderate,indoor,Explosive,Guards,Bold heritage,Intermediate,
128,ADIDAS ANTHONY EDWARDS AE 1 NEW WAVE BASKETBALL SHOES 'BLUE/BLACK',Adidas,,,,Basketball,Men/Unisex,12999,"6.7.7.5.8,8.5,9,9.5,,10,10.5,11,11.5,12","blue,black",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/adidas-anthony-edwards-1-new-wave-basketball-shoes-blueblack-blue,10399,"6,7",Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,High support,Outdoor,Explosive,Universal,Bold performance,Advanced,
129,NIKE LEBRON XXI PREMIUM EP BASKETBALL SHOES 'NAVY BLUE,Nike,,,India,Basketball,Men/Unisex,20295,"7,8,9,10,11",Navy Blue,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-lebron-xxi-premium-ep-basketball-shoes-navy-blue-navy-blue,16236,8,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/lebron-xxi-ep-basketball-shoes-pRRLXj/FV7276-400,20295,"7,8",Neutral,Standard,High support,Outdoor,Explosive,Universal,Premium,Advanced,
130,NIKE ZOOM LEBRON NXXT GEN AMPD EP 'MISMATCHED' BASKETBALL SHOES 'MINERAL BLUE/PINK',Nike,,,,Basketball,Men/Unisex,14995,"7,8,9,10,11",Miniral Blue Pink,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/nike/nike-men-lebron-nxxt-gen-ampd-ep-basketball-shoes/30945101/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh58FEMdJRxgCAFcQCwO-JNFQ&gclid=Cj0KCQjw_dbABhC5ARIsAAh2Z-TpLsDO8u0bIEDB-jhaEATKDw6Sc9LCqD3ksvziW5O61VDp80QCiaIaArHWEALw_wcB,11996,6,Na,Na,Na,https://www.nbastore.in/products/nike-zoom-lebron-nxxt-gen-ampd-ep-basketball-shoes-mineral-bluepink-blue,11996,"7,8",Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,High support,indoor,Explosive,Universal,Dynamic style,Advanced,
131,NIKE PRECISION 7 BASKETBALL SHOES 'GREY',Nike,,,India,Basketball,Men/Unisex,5695,"7,8,9,10,11,12",grey,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-precision-7-basketball-shoes-grey-grey,4556,"7,8",Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,Moderate support,Outdoor,All-round,Universal,Functional style,Recreational,
132,NIKE LEBRON NXXT GEN AMPD EP BASKETBALL SHOES 'RED',Nike,,,,Basketball,Men/Unisex,14995,"7,8,9,10,11,12",red,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-lebron-nxxt-gen-ampd-ep-basketball-shoes-red-red,10497,8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,High support,Outdoor,Explosive,Universal,Bold luxury,Advanced,
133,NIKE LEBRON WITNESS 8 EP BASKETBALL SHOES 'GLACIER BLUE',Nike,,,India,Basketball,Men/Unisex,8695,"7,8,9,10,11,12",GLACIER BLUE,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/nike-lebron-witness-8-ep-basketball-shoes-glacier-blue-blue,5652,8,https://luxe.ajio.com/nike-lesbron-witness-viii-ep-basketball-shoes/p/469612949_blue#gmf,4896,8,https://www.superkicks.in/products/lebron-witnees-8-ep-glacier-blue-white-lt-armory-blue?variant=45942011887867&gad_source=1&gad_campaignid=17081553271&gbraid=0AAAAACbwFJWiT3RfhJ1QtSb3qgNX14D9j&gclid=Cj0KCQjw_dbABhC5ARIsAAh2Z-SfPx_6d5GA_1xjflQxBpjVUAhoSvOM1aPxHLe8oUYcUXCNQ6vkDLYaAkt-EALw_wcB,6521,"8,9",Na,Na,Na,Neutral,Standard,Moderate support,Outdoor,All-round,Universal,Sleek and bold,Intermediate,
134,NIKE LEBRON WITNESS 8 EP BASKETBALL SHOES 'RED',Nike,,,,Basketball,Men/Unisex,8695,"7,8,9,10,11,12",red,https://www.amazon.in/Nike-Witness-White-Bright-Crimson-Gym-RED-FB2237-600-9UK/dp/B0CZHLVGQ4/ref=asc_df_B0CZHLVGQ4?mcid=fd3a3d4dd85130a5b72899b21735b268&tag=googleshopdes-21&linkCode=df0&hvadid=709965007825&hvpos=&hvnetw=g&hvrand=2001865163480599674&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9302983&hvtargid=pla-2328956612570&gad_source=1&th=1&psc=1,4869,9,Na,Na,Na,https://www.myntra.com/sports-shoes/nike/nike-lebron-witness-8-ep-synthetic-basketball-shoes/30438271/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh58FEMdJRxgCAFcQCwO-JNFQ&gclid=Cj0KCQjw_dbABhC5ARIsAAh2Z-T4HqzT-y37BBhQhAWrl8h3X_5Ij9g3ghZj2OSpHUA0sKW4GxvchDEaAs7aEALw_wcB,6956,8,Na,Na,Na,https://www.nbastore.in/products/nike-lebron-witness-8-ep-basketball-shoes-red-red,5652,8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,Moderate support,Outdoor,All-round,Universal,Bold performance,Intermediate,
135,NIKE IMPACT 4 BASKETBALL SHOES 'WHITE',Nike,,,India,Basketball,Men/Unisex,8495,"7,8,9,10,11,12",White,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/nike/nike-men-impact-4-basketball-shoes/25503832/buy,6796,"6,7,8,9,10",Na,Na,Na,https://www.nbastore.in/products/nike-impact-4-basketball-shoes-white-white,5522,"7,8",https://luxe.ajio.com/nike-men-air-max-impact-4-basketball-shoes/p/469685696_white,6626,"6,7,8",Na,Na,Na,https://www.nike.com/in/t/impact-4-basketball-shoes-CcJxBx,8067,"6,8",Neutral,Narrow,Moderate support,Outdoor,Explosive,Universal,Functional,Recreational,
136,PUMA GENETICS BASKETBALL SHOES 'BLUE',Puma,,,,Basketball,Men/Unisex,9999,"7,8,9",blue ,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nbastore.in/products/puma-genetics-basketball-shoes-blue-blue_1,5499,7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,Moderate support,Outdoor,Agile,Guards,Nature-inspired,Intermediate,
137,Puma Unisex MB.03 La France Basketball Shoe,Puma,,,India,Basketball,Men/Unisex,13999,"3,4,5,6,7,8,9,10,11,12,13",Green,https://www.amazon.in/Puma-Unisex-Adult-Mb-03-FranceBasketball-Shoe/dp/B0CBPXBCDJ?th=1&psc=1,8399,6,,,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,Standard,High support,Non-slip rubber outsole,Explosive,forwards,Futuristic,Advanced,
138,"Puma Puma Playmaker Pro Unisex Basketball Shoes For Men (Multi, 8)",Puma,,,,Basketball,Men/Unisex,8999,"3,4,5,6,7,8,9,10,11,12",Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://luxe.ajio.com/puma-puma-playmaker-pro-unisex-basketball-shoes/p/469261679_black#gmf,8999,8,Na,Na,Na,Na,Na,Na,Neutral,,,,,,,,
139,All-Pro NITRO Superior Cushioning Basketball Shoes,Puma,,,India,Basketball,Men/Unisex,12999,"3 3.5 4  4.5 5,,5.5,,6,6.5,7,7.5,8,,8.5,9,,9.5,10,,10.5,11,12",Black-Green Glare,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/all-pro-nitro-unisex-superior-cushioning-basketball-shoes/379079?swatch=12&size=0220,12999,"3 3.5 4  4.5 5,,5.5,,6,6.5,7,7.5,8,,8.5,9,,9.5,10,,10.5,11,12",Neutral,,,,,,,,
140,"Puma Men Clyde All-Pro Team Basketball Shoes For Men (Red, 8)",Puma,,,,Basketball,Men/Unisex,8999,"7,8,9,10,11,12,13",red,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://luxe.ajio.com/puma-men-clyde-all-pro-team-basketball-shoes/p/469534004_red#gmf,5399,8,Na,Na,Na,Na,Na,Na,Neutral,,,,,,,,
141,All-Pro NITRO™ Crowd Craze Basketball Shoes,Puma,,,India,Basketball,Men/Unisex,13999,"3 3.5 4  4.5 5,,5.5,,6,6.5,7,7.5,8,,8.5,9,,9.5,10,,10.5,11,12",Lapis Lazuli-Cold Green-PUMA Black,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/puma/puma-all-pro-nitro-crowd-craze-mens-basketball-shoes/30165936/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh7DvuIkFN5dABbATKzigFuPe&gclid=Cj0KCQjwoNzABhDbARIsALfY8VOVYOqrwFNlJziNdF5o2VDNajydJKyhlGjLfbx_KtScqUN4PQytrXQaAtefEALw_wcB,13999,"3,4,5,6,7,8,9,10,11,12",https://www.tatacliq.com/all-pro-nitro-crowd-craze-unisex-basketball-shoes/p-mp000000022757831?cid=ps:Mall_Google_Perf_Shopping_Sok_21048871669_Footwear_Puma&gad_source=1&gad_campaignid=21048871669&gbraid=0AAAAADeBiByvT1UW4jjXS1eABQ8nGQ-mk&gclid=Cj0KCQjwoNzABhDbARIsALfY8VNNDMEyEibPn3kU6ndz0sJJKdehfREEhBDv0bkkPwN0PMoVBfmmTAoaAgjBEALw_wcB,10499,"3,4,5,6,7,8,9,10,11,12",Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/all-pro-nitro-crowd-craze-basketball-shoes/310387?swatch=01,13999,"3 3.5 4  4.5 5,,5.5,,6,6.5,7,7.5,8,,8.5,9,,9.5,10,,10.5,11,12",Neutral,,,,,,,,
142,All-Pro NITRO™ Media Day Basketball Shoes,Puma,,,,Basketball,Men/Unisex,12999,"3,4,5,6,7,8,9,10,11,12",PUMA White PUMA Navy Lime Squeeze,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/puma/puma-unisex-all-pro-nitro-team-basketball-shoes/24093666/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh7DvuIkFN5dABbATKzigFuPe&gclid=Cj0KCQjwoNzABhDbARIsALfY8VNrK9dHv6sRUUKiWIZA6Lt_UZfAjwTV4Qp2t9hz7tvKRZ3b1edrsaAaAqkbEALw_wcB,9229,"6,7",,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/all-pro-nitro-team-basketball-shoes/379081?swatch=03,12999,"6,7,7.5,10.5",Neutral,,,,,,,,
143,All-Pro NITRO™ Team Basketball Shoes,Puma,,,India,Basketball,Men/Unisex,14999,"7.5,8,8.5,9,9.5,10,10.5
","PUMA White,PUMA Black",Na,Na,Na,Na,Na,Na,,,,https://www.tatacliq.com/all-pro-nitro-team-unisex-basketball-shoes/p-mp000000023604863?cid=ps:Mall_Google_Perf_Shopping_Sok_22317362803_Puma_SKU&gad_source=1&gad_campaignid=22317362803&gbraid=0AAAAADeBiByIJF4ejiONHhGb_6NmNB5iK&gclid=Cj0KCQjwoNzABhDbARIsALfY8VOs5h0Epy3g63-R9PGdDOawmMe3ToQsVdkc51jFdTCmpZSdOxHjkEIaAgBkEALw_wcB,11249,"8,9,10",Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/all-pro-nitro-team-basketball-shoes/379081?swatch=06,12999,"6,7,7.5,10.5",Neutral,,,,,,,,
144,PUMA x LAMELO BALL MB.02 Honeycomb Basketball Shoes,puma,,,,Basketball,Men/Unisex,15999,"3,4,5,6,7,8,9,10,11,12",Elektro Aqua,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/puma/puma-mb02-basketball-shoes-/23258454/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh7DvuIkFN5dABbATKzigFuPe&gclid=Cj0KCQjww-HABhCGARIsALLO6XxugDpdxPsRcYh0_ty3_rjj39wtbTYXtJbzIuLj06VSnxYCoSq6_A0aAtzLEALw_wcB,7999,"3,4,6",https://www.tatacliq.com/puma-mens-mb-02-elektro-aqua-running-shoes/p-mp000000016191558,11199,"3,4,6",Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/puma-x-lamelo-ball-mb-02-honeycomb-basketball-shoes/377590?swatch=01,14399,"3,3.5,5.5,6,9.5",Neutral,,,,,,,,
145,Puma MB.02 Unisex Sports Shoes,puma,,,India,Basketball,Men/Unisex,15999,"6,6.5,7,7.5,8,,8.5,9,,9.5,10,,10.5,11,12,13","Platinum Gray,Ultra Orange",Na,Na,Na,https://www.flipkart.com/puma-mb-02-basketball-shoes-men/p/itmf97cfa84ff7bf?pid=SHOGHKSZGEZSZQGC&lid=LSTSHOGHKSZGEZSZQGCSNHFPE&marketplace=FLIPKART&cmpid=content_shoe_8965229628_gmc&gPromoCode=nb-mp-0324415524,11199,6.7.7.5.8.8.5,https://www.myntra.com/sports-shoes/puma/puma-unisex-mb02-basketball-shoes/22602960/buy,11199,"6,7,8",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/puma-x-lamelo-ball-mb-02-gorange-basketball-shoes/378288?swatch=02&size=0230,14399,"6,7,7,.5,8,8.5",Neutral,,,,,,,,
146,"MB.02 Jade Basketball Shoes For Women  (Blue , 3)",puma,,,,Basketball,Men/Unisex,14999,"3,3.5,4,4.5,5",Green,Na,Na,Na,https://www.flipkart.com/puma-mb-02-jade-basketball-shoes-women/p/itmc75340c7e0592,10499,3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,,,,,,,,
147,"MB.02 Be You Basketball Shoes For Women (Purple , 4.5)",Puma,,,India,Basketball,Men/Unisex,18999,"3,3.5,4,4.5,5","Purple Glimmer,Safety Yellow,Pink Glo,Sunset Glow,PUMA Black",Na,Na,Na,https://www.flipkart.com/puma-mb-02-you-basketball-shoes-women/p/itm7a66bfaadcfac,13299,"3,3.5,4.5",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,,,,,,,,
148,"KD18 EP
Basketball Shoes",Nike,,,,Basketball,Men/Unisex,13995,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Pure Platinum Summit White Summit White Wolf Grey,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/kd18-ep-basketball-shoes-bBFwvL/HV1991-001,13995,"6,6.5,7,7.5,8,8.5,9,9.5,10,11,12",Neutral,,,,,,,,
149,Nike Team Hustle D 11 Basketball Shoes,Nike,,,India,Basketball,Men/Unisex,4995,"3,3.5,4,4.5,5,5.5,6 ","White, Bright Crimson,Photo Blue",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/team-hustle-d-11-older-basketball-shoes-TBQxXL/DV8996-105,4747,"5.5,6",Neutral,,,,,,,,
150,All-Pro NITRO™ Basketball Shoes,Puma,,,,Basketball,Men/Unisex,12999,"3,3.5,4 ,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12",Sunset Glow-Sun Stream-PUMA Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://in.puma.com/in/en/pd/all-pro-nitro-basketball-shoes/310392?swatch=07,11049,"3,3.5,4 ,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,12",Neutral,,,,,,,,
151,"New Balance
Men BB Two Way Basketball Shoes",New Balance,,,India,Basketball,Men/Unisex,18999,,,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Neutral,,,,,,,,
152,"JAPAN S ST
Men Sportstyle Shoes",asics,,,,Basketball,Men/Unisex,6999,"9,10,11,12,13",WHITE JEWEL GREEN,Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/asics/asics-men--japan-s-st-sneakers/27146176/buy?utm_source=dms_google&utm_medium=pmax_cpc&utm_campaign=dms_google_pmax_cpc_Myntra_SOK_KPI_Traffic_New&keyword=&matchtype=&target=&placement=&gad_source=1&gad_campaignid=20418375772&gbraid=0AAAAADoxBh5TRN5r7oQ3_wrc7nkvp3swA&gclid=CjwKCAjwiezABhBZEiwAEbTPGLUN0dG9GZGgY0G_TkKLJDswHevLEryZ0Yh92BVpUbKnQHhBTy7LzRoCcLAQAvD_BwE,6999,"9,10",Na,Na,Na,Na,Na,Na,https://www.ajio.com/asics-japan-s-st-low-top-lace-up-shoes/p/467093988_white?utm_source=chatgpt.com#gmf,699,"6,7,8,9,11,12",Na,Na,Na,https://www.asics.co.in/1203a289-111-japansst.html,6999,10,Neutral,Standard,Not injury,Indoor courts,Casual,versatile,Retro style,non-competitive,
153,"JAPAN S ST
Men Sportstyle Shoes",asics,,,India,Basketball,Men/Unisex,6999,"9,10,11,12,13","Black, White",Na,Na,Na,Na,Na,Na,https://www.myntra.com/sports-shoes/asics/asics-men-japan-s-st-sneakers/27146142/buy?utm_source=chatgpt.com,6999,6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.asics.co.in/1203a289-002-japansst.html,6999,"6,7",Neutral,Standard fit,Not injury,Indoor courts,Casual,Non-specific,Retro style,elite athletes,
154,"JAPAN S ST
Men Sportstyle Shoes",asics,,,,Basketball,Men/Unisex,6999,"5,6,7,8,9",WHITE ROSE GOLD,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.asics.co.in/1203a289-109-japansst.html,6999,"6,7,8,910",Neutral,Standard fit,Not injury,Indoor courts,Casual,Non-specific,Retro style,elite athletes,
155,"""JAPAN S ST
Men Sportstyle Shoes""        asics",asics,,,India,Basketball,Men/Unisex,7999,"6,7,8,9,10,11,12",white stell Gray,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.asics.co.in/1201a695-105-japans.html,7999,12,Neutral,Standard,sprains or fasciitis,Indoor courts,Casual light,casual wear,lightweight,elite athletes.,
156,"""""""JAPAN S ST
Men Sportstyle Shoes""""        asics""	asics",asics,,,,Basketball,Men/Unisex,7999,"6,7,8,9,10,11,12","White ,pepper ",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.asics.co.in/1201a695-104-japans.html,7999,12,Neutral,Standard fit,ankle sprains,indoor courts,Casual,versatile,Retro basketball,Ideal,
157,"JAPAN S ST
Women Sportstyle Shoes",asics,,,India,Basketball,Men/Unisex,6999,"5,6,7,8,9,10,11",WHITE DIGITAL VIOLET,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.asics.co.in/1203a289-110-japansst.html,6999,"7,8,9,10",Overpronation,Narrow Extra-Wide,Ankle Sprains,Indoor Courts,Light Activity,Versatile,Retro Aesthetic,Elite Athlete,
